Day,Appeal,Device,LS/RT/AT,Media,Structure/Menu,Recency/Segment,Impressions,Clicks,CV,Media Cost Margin,Google_position,Yahoo!_Position
1-Oct-17,03_口座開設一般,PC,RT,GDN,S3.口座開設詳細離脱,-,15233,12,,2918,NaN,NaN
1-Oct-17,04_海外での利用,PC,RT,YDN,S1.TOPページ離脱,31日～90日,22351,7,,1316,NaN,NaN
1-Oct-17,02_指名関連,PC,Listing,Yahoo!,-,-,4407,26,1,4451,NaN,2.66
1-Oct-17,03_口座開設一般,SP,RT,YDN,S2.コンテンツ離脱,8日～15日,5294,10,,559,NaN,NaN
1-Oct-17,03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,1038,1,,8,NaN,NaN
1-Oct-17,04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,9549,20,,1603,NaN,NaN
1-Oct-17,04_海外での利用,PC,RT,YDN,S1.TOPページ離脱,8日～15日,17596,5,,1127,NaN,NaN
1-Oct-17,04_海外での利用,SP,RT,YDN,S1.TOPページ離脱,31日～90日,10653,11,,660,NaN,NaN
1-Oct-17,04_海外での利用,SP,RT,YDN,S1.TOPページ離脱,8日～15日,7379,18,,1571,NaN,NaN
1-Oct-17,06_外貨預金,SP,RT,GDN,S2.コンテンツ離脱,-,69134,94,,14708,NaN,NaN
1-Oct-17,06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,8日～15日,586,0,,0,NaN,NaN
1-Oct-17,04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,10783,5,,1880,NaN,NaN
1-Oct-17,06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,1561,0,,0,NaN,NaN
1-Oct-17,06_外貨預金,PC,RT,GDN,S2.コンテンツ離脱,-,19915,12,,2365,NaN,NaN
1-Oct-17,00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,2377,0,,0,NaN,NaN
1-Oct-17,00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,6111,4,,1478,NaN,NaN
1-Oct-17,04_海外での利用,PC,AT,YDN,ST,-,8619,6,,228,NaN,NaN
1-Oct-17,03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,1日～3日,290,2,,1238,NaN,NaN
1-Oct-17,04_海外での利用,SP,RT,YDN,S1.TOPページ離脱,16日～30日,8525,11,,810,NaN,NaN
1-Oct-17,03_口座開設一般,SP,RT,YDN,S2.コンテンツ離脱,16日～30日,9427,16,,1333,NaN,NaN
1-Oct-17,04_海外での利用,PC,RT,YDN,S1.TOPページ離脱,16日～30日,22254,7,,1577,NaN,NaN
1-Oct-17,00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,4日～7日,10933,1,,434,NaN,NaN
1-Oct-17,03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,4858,5,,646,NaN,NaN
1-Oct-17,04_海外での利用,SP,Listing,Google,-,-,1304,25,,5717,2.35,NaN
1-Oct-17,03_口座開設一般,SP,AT,YDN,-,-,4424,6,,187,NaN,NaN
1-Oct-17,06_外貨預金,PC,RT,YDN,S2.コンテンツ離脱,16日～30日,38043,13,,2627,NaN,NaN
1-Oct-17,04_海外での利用,PC,Listing,Google,-,-,2137,19,,6587,3.25,NaN
1-Oct-17,06_外貨預金,PC,RT,YDN,S1.TOPページ離脱,1日～3日,31091,5,,1409,NaN,NaN
1-Oct-17,04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,2600,8,,762,NaN,NaN
1-Oct-17,06_外貨預金,SP,RT,YDN,S2.コンテンツ離脱,16日～30日,11616,27,,2352,NaN,NaN
1-Oct-17,03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,694,1,,100,NaN,NaN
1-Oct-17,04_海外での利用,SP,AT,YDN,ST,-,57362,126,,3950,NaN,NaN
1-Oct-17,06_外貨預金,PC,RT,YDN,S1.TOPページ離脱,31日～90日,30622,7,,1484,NaN,NaN
1-Oct-17,04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,2096,2,,94,NaN,NaN
1-Oct-17,06_外貨預金,SP,RT,YDN,S1.TOPページ離脱,1日～3日,2702,5,,952,NaN,NaN
1-Oct-17,03_口座開設一般,SP,RT,YDN,S1.TOPページ離脱,4日～7日,2461,2,,287,NaN,NaN
1-Oct-17,03_口座開設一般,SP,RT,GDN,S1.TOPページ離脱,-,3955,1,,44,NaN,NaN
1-Oct-17,03_口座開設一般,PC,RT,GDN,S2.コンテンツ離脱,-,23537,26,,4697,NaN,NaN
1-Oct-17,00_手数料無料,PC,RT,YDN,S2.コンテンツ離脱,31日～90日,25865,7,,1385,NaN,NaN
1-Oct-17,06_外貨預金,SP,RT,YDN,S1.TOPページ離脱,8日～15日,2618,3,,152,NaN,NaN
1-Oct-17,03_口座開設一般,SP,RT,GDN,S2.コンテンツ離脱,-,60113,76,,12734,NaN,NaN
1-Oct-17,06_外貨預金,PC,RT,YDN,S1.TOPページ離脱,8日～15日,22627,6,,1504,NaN,NaN
1-Oct-17,03_口座開設一般,PC,RT,GDN,S1.TOPページ離脱,-,7768,7,,1927,NaN,NaN
1-Oct-17,03_口座開設一般,PC,Listing,Google,-,-,3071,63,1,27397,1.85,NaN
1-Oct-17,04_海外での利用,PC,RT,GDN,S1.TOPページ離脱,-,38479,22,,3572,NaN,NaN
1-Oct-17,06_外貨預金,SP,RT,YDN,S1.TOPページ離脱,31日～90日,3835,6,,504,NaN,NaN
1-Oct-17,03_口座開設一般,SP,Listing,Google,-,-,7268,347,4,78368,1.51,NaN
1-Oct-17,03_口座開設一般,PC,Listing,Yahoo!,-,-,4718,16,,4469,NaN,2.76
1-Oct-17,04_海外での利用,PC,Listing,Yahoo!,-,-,715,1,,365,NaN,3.98
1-Oct-17,04_海外での利用,SP,Listing,Yahoo!,-,-,402,5,,1013,NaN,2.14
1-Oct-17,06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,2831,2,,565,NaN,NaN
1-Oct-17,03_口座開設一般,SP,Listing,Yahoo!,-,-,3909,19,1,6989,NaN,2.07
1-Oct-17,03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,1439,2,,449,NaN,NaN
1-Oct-17,06_外貨預金,PC,AT,YDN,ST,-,1542,0,,0,NaN,NaN
1-Oct-17,04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,3648,1,,76,NaN,NaN
1-Oct-17,06_外貨預金,SP,RT,YDN,S2.コンテンツ離脱,1日～3日,2872,14,,972,NaN,NaN
1-Oct-17,06_外貨預金,PC,Listing,Yahoo!,-,-,452,0,,0,NaN,2.95
1-Oct-17,06_外貨預金,PC,RT,GDN,S3.口座開設詳細離脱,-,12401,7,,1777,NaN,NaN
1-Oct-17,03_口座開設一般,SP,RT,YDN,S1.TOPページ離脱,31日～90日,3545,4,,187,NaN,NaN
1-Oct-17,00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,1日～3日,721,0,,0,NaN,NaN
1-Oct-17,04_海外での利用,SP,RT,YDN,S2.コンテンツ離脱,16日～30日,32713,82,,5548,NaN,NaN
1-Oct-17,03_口座開設一般,SP,RT,YDN,S1.TOPページ離脱,8日～15日,2478,3,,193,NaN,NaN
1-Oct-17,06_外貨預金,PC,Listing,Google,-,-,66,0,,0,4.22,NaN
1-Oct-17,06_外貨預金,SP,RT,GDN,S3.口座開設詳細離脱,-,34879,34,,8084,NaN,NaN
1-Oct-17,00_手数料無料,PC,RT,GDN,S4.申込フォーム離脱,-,643,0,,0,NaN,NaN
1-Oct-17,01_指名,SP,Listing,Google,-,-,880,97,,6671,1,NaN
1-Oct-17,04_海外での利用,PC,RT,YDN,S2.コンテンツ離脱,16日～30日,28789,3,1,545,NaN,NaN
1-Oct-17,00_手数料無料,PC,RT,YDN,S2.コンテンツ離脱,8日～15日,13810,3,,810,NaN,NaN
1-Oct-17,06_外貨預金,SP,Listing,Yahoo!,-,-,279,4,,1435,NaN,2.22
1-Oct-17,06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,16日～30日,2934,0,,0,NaN,NaN
1-Oct-17,01_指名,PC,Listing,Google,-,-,979,100,3,11392,1,NaN
1-Oct-17,06_外貨預金,SP,Listing,Google,-,-,175,4,,752,2.85,NaN
1-Oct-17,04_海外での利用,SP,RT,GDN,S1.TOPページ離脱,-,7686,10,,1292,NaN,NaN
1-Oct-17,06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,922,1,,542,NaN,NaN
1-Oct-17,06_外貨預金,SP,AT,YDN,-,-,18944,44,,1280,NaN,NaN
1-Oct-17,04_海外での利用,SP,RT,YDN,S1.TOPページ離脱,1日～3日,7364,10,,1126,NaN,NaN
1-Oct-17,03_口座開設一般,SP,RT,YDN,S2.コンテンツ離脱,1日～3日,2351,7,,455,NaN,NaN
1-Oct-17,00_手数料無料,PC,RT,YDN,S2.コンテンツ離脱,4日～7日,11285,6,,1440,NaN,NaN
1-Oct-17,06_外貨預金,PC,AT,YDN,-,-,1823,0,,0,NaN,NaN
1-Oct-17,04_海外での利用,PC,RT,YDN,S1.TOPページ離脱,1日～3日,25270,6,,1165,NaN,NaN
1-Oct-17,01_指名,PC,Listing,Yahoo!,-,-,662,32,,1511,NaN,1.06
1-Oct-17,00_手数料無料,SP,RT,GDN,S4.申込フォーム離脱,-,1058,3,,797,NaN,NaN
1-Oct-17,06_外貨預金,SP,AT,YDN,ST,-,922,2,,56,NaN,NaN
1-Oct-17,03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,823,2,,91,NaN,NaN
1-Oct-17,01_指名,SP,Listing,Yahoo!,-,-,357,12,,2808,NaN,1.07
1-Oct-17,04_海外での利用,PC,RT,YDN,S2.コンテンツ離脱,31日～90日,36379,15,,2743,NaN,NaN
1-Oct-17,04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,2782,13,,4076,NaN,NaN
1-Oct-17,00_手数料無料,PC,RT,GDN,S2.コンテンツ離脱,-,4409,0,,0,NaN,NaN
1-Oct-17,00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,16日～30日,10026,0,,0,NaN,NaN
1-Oct-17,04_海外での利用,SP,RT,YDN,S2.コンテンツ離脱,31日～90日,30693,79,,7523,NaN,NaN
1-Oct-17,04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,16日～30日,2578,1,,851,NaN,NaN
1-Oct-17,06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,12857,5,,1978,NaN,NaN
1-Oct-17,03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,361,1,,37,NaN,NaN
1-Oct-17,06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,1717,2,,281,NaN,NaN
1-Oct-17,06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,3410,8,,958,NaN,NaN
1-Oct-17,06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,4902,1,,306,NaN,NaN
1-Oct-17,04_海外での利用,SP,RT,YDN,S2.コンテンツ離脱,1日～3日,13026,47,,2708,NaN,NaN
1-Oct-17,04_海外での利用,PC,RT,YDN,S2.コンテンツ離脱,1日～3日,19644,17,,1876,NaN,NaN
1-Oct-17,04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,8日～15日,1504,3,,1112,NaN,NaN
1-Oct-17,03_口座開設一般,PC,RT,GDN,S4.申込フォーム離脱,-,4422,5,,2064,NaN,NaN
1-Oct-17,00_手数料無料,PC,AT,YDN,-,-,6400,3,,149,NaN,NaN
1-Oct-17,06_外貨預金,PC,RT,GDN,S1.TOPページ離脱,-,8191,4,,1135,NaN,NaN
1-Oct-17,06_外貨預金,PC,RT,YDN,S1.TOPページ離脱,4日～7日,22808,2,,612,NaN,NaN
1-Oct-17,04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,2744,2,,119,NaN,NaN
1-Oct-17,04_海外での利用,PC,RT,YDN,S2.コンテンツ離脱,8日～15日,21991,6,,1403,NaN,NaN
1-Oct-17,04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,1500,1,,1780,NaN,NaN
1-Oct-17,02_指名関連,SP,Listing,Google,-,-,12788,246,3,93648,1.76,NaN
1-Oct-17,04_海外での利用,SP,RT,GDN,S3.口座開設詳細離脱,-,51160,51,,12959,NaN,NaN
1-Oct-17,04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,3652,1,,534,NaN,NaN
1-Oct-17,04_海外での利用,SP,RT,YDN,S2.コンテンツ離脱,8日～15日,24877,61,,3539,NaN,NaN
1-Oct-17,06_外貨預金,SP,RT,YDN,S1.TOPページ離脱,4日～7日,2752,5,,539,NaN,NaN
1-Oct-17,06_外貨預金,SP,RT,GDN,S1.TOPページ離脱,-,6682,2,,280,NaN,NaN
1-Oct-17,04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,2895,2,,1051,NaN,NaN
1-Oct-17,04_海外での利用,PC,RT,GDN,S3.口座開設詳細離脱,-,66581,77,1,14963,NaN,NaN
1-Oct-17,06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,885,2,,221,NaN,NaN
1-Oct-17,03_口座開設一般,SP,RT,YDN,S2.コンテンツ離脱,4日～7日,2908,15,,1526,NaN,NaN
1-Oct-17,04_海外での利用,PC,AT,GDN,CT,-,75,0,,0,NaN,NaN
1-Oct-17,03_口座開設一般,SP,RT,GDN,S4.申込フォーム離脱,-,8353,12,1,2656,NaN,NaN
1-Oct-17,00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,31日～90日,14885,2,,206,NaN,NaN
1-Oct-17,06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,6443,10,,1549,NaN,NaN
1-Oct-17,00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,2356,1,,631,NaN,NaN
1-Oct-17,06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,28953,4,,904,NaN,NaN
1-Oct-17,00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,8日～15日,11299,1,,388,NaN,NaN
1-Oct-17,00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,4日～7日,539,0,,0,NaN,NaN
1-Oct-17,00_手数料無料,SP,RT,GDN,S2.コンテンツ離脱,-,6703,7,,1394,NaN,NaN
1-Oct-17,04_海外での利用,SP,AT,GDN,CT,-,118,0,,0,NaN,NaN
1-Oct-17,03_口座開設一般,SP,RT,YDN,S1.TOPページ離脱,1日～3日,2284,3,,287,NaN,NaN
1-Oct-17,04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,25610,15,,3343,NaN,NaN
1-Oct-17,00_手数料無料,PC,RT,YDN,S2.コンテンツ離脱,1日～3日,10707,10,,1578,NaN,NaN
1-Oct-17,06_外貨預金,PC,RT,GDN,S4.申込フォーム離脱,-,4034,3,,1115,NaN,NaN
1-Oct-17,07_投資信託,PC,Listing,Google,-,-,69,0,,0,3.54,NaN
1-Oct-17,06_外貨預金,SP,RT,GDN,S4.申込フォーム離脱,-,11999,11,,2939,NaN,NaN
1-Oct-17,04_海外での利用,PC,RT,YDN,S1.TOPページ離脱,4日～7日,20571,7,,1555,NaN,NaN
1-Oct-17,07_投資信託,SP,Listing,Yahoo!,-,-,286,2,,653,NaN,3.13
1-Oct-17,03_口座開設一般,SP,AT,GDN,-,-,15,0,,0,NaN,NaN
1-Oct-17,00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,762,1,,709,NaN,NaN
1-Oct-17,00_手数料無料,PC,RT,GDN,S3.口座開設詳細離脱,-,2926,1,,302,NaN,NaN
1-Oct-17,06_外貨預金,PC,RT,YDN,S2.コンテンツ離脱,4日～7日,23515,10,,3270,NaN,NaN
1-Oct-17,07_投資信託,PC,Listing,Yahoo!,-,-,631,0,,0,NaN,5.87
1-Oct-17,00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,16日～30日,1417,1,,730,NaN,NaN
1-Oct-17,04_海外での利用,SP,RT,YDN,S1.TOPページ離脱,4日～7日,9413,11,,1429,NaN,NaN
1-Oct-17,07_投資信託,SP,Listing,Google,-,-,293,1,,338,2.6,NaN
1-Oct-17,06_外貨預金,SP,RT,YDN,S2.コンテンツ離脱,8日～15日,6714,13,,863,NaN,NaN
1-Oct-17,00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,2237,0,,0,NaN,NaN
1-Oct-17,06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,4日～7日,1079,2,,2810,NaN,NaN
1-Oct-17,06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,418,0,,0,NaN,NaN
1-Oct-17,06_外貨預金,SP,RT,YDN,S2.コンテンツ離脱,4日～7日,4271,14,,1152,NaN,NaN
1-Oct-17,04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,4424,1,,127,NaN,NaN
1-Oct-17,,,,,,,,,,,NaN,NaN
1-Oct-17,04_海外での利用,SP,RT,YDN,S2.コンテンツ離脱,4日～7日,19739,64,,4333,NaN,NaN
1-Oct-17,04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,15968,29,,3190,NaN,NaN
1-Oct-17,04_海外での利用,SP,RT,GDN,S2.コンテンツ離脱,-,106075,171,,27614,NaN,NaN
1-Oct-17,04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,4297,7,,556,NaN,NaN
1-Oct-17,04_海外での利用,PC,RT,GDN,S2.コンテンツ離脱,-,104764,137,,26476,NaN,NaN
1-Oct-17,04_海外での利用,PC,RT,YDN,S2.コンテンツ離脱,4日～7日,17820,9,,2413,NaN,NaN
1-Oct-17,00_手数料無料,SP,RT,GDN,S1.TOPページ離脱,-,297,0,,0,NaN,NaN
1-Oct-17,03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,2651,3,,251,NaN,NaN
1-Oct-17,06_外貨預金,SP,RT,YDN,S1.TOPページ離脱,16日～30日,3905,1,,193,NaN,NaN
1-Oct-17,02_指名関連,PC,Listing,Google,-,-,4488,96,,41836,1.55,NaN
1-Oct-17,04_海外での利用,SP,RT,GDN,S4.申込フォーム離脱,-,13852,8,,3502,NaN,NaN
1-Oct-17,00_手数料無料,PC,RT,YDN,S2.コンテンツ離脱,16日～30日,18643,5,,1261,NaN,NaN
1-Oct-17,06_外貨預金,PC,RT,YDN,S2.コンテンツ離脱,31日～90日,41431,9,,2357,NaN,NaN
1-Oct-17,04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,1日～3日,722,3,,1747,NaN,NaN
1-Oct-17,00_手数料無料,SP,AT,YDN,-,-,29084,52,,4980,NaN,NaN
1-Oct-17,00_手数料無料,PC,RT,YDN,S1.TOPページ離脱,1日～3日,15554,3,,1248,NaN,NaN
1-Oct-17,06_外貨預金,SP,RT,YDN,S2.コンテンツ離脱,31日～90日,10976,15,,1702,NaN,NaN
1-Oct-17,06_外貨預金,PC,RT,YDN,S1.TOPページ離脱,16日～30日,24242,2,,727,NaN,NaN
1-Oct-17,04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,1日～3日,1087,0,,0,NaN,NaN
1-Oct-17,06_外貨預金,PC,RT,YDN,S2.コンテンツ離脱,8日～15日,26746,7,,2353,NaN,NaN
1-Oct-17,00_手数料無料,SP,RT,GDN,S3.口座開設詳細離脱,-,4143,7,,1561,NaN,NaN
1-Oct-17,05_海外への送金,SP,Listing,Google,-,-,684,24,,8364,2.05,NaN
1-Oct-17,03_口座開設一般,SP,RT,YDN,S1.TOPページ離脱,16日～30日,3198,7,,901,NaN,NaN
1-Oct-17,05_海外への送金,PC,Listing,Google,-,-,372,15,,7092,2.34,NaN
1-Oct-17,00_手数料無料,PC,RT,GDN,S1.TOPページ離脱,-,878,0,,0,NaN,NaN
1-Oct-17,06_外貨預金,SP,AT,GDN,-,-,83,0,,0,NaN,NaN
30-Sep-17,05_海外への送金,SP,Listing,Yahoo!,-,-,171,2,,488,NaN,1.44
30-Sep-17,04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,1273,3,,2131,NaN,NaN
30-Sep-17,06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,5051,3,,3305,NaN,NaN
30-Sep-17,04_海外での利用,PC,RT,YDN,S1.TOPページ離脱,1日～3日,27577,6,,1386,NaN,NaN
30-Sep-17,06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,4505,0,,0,NaN,NaN
30-Sep-17,05_海外への送金,PC,Listing,Yahoo!,-,-,184,3,,1330,NaN,1.91
30-Sep-17,06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,1746,0,,0,NaN,NaN
30-Sep-17,06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,1507,2,,800,NaN,NaN
30-Sep-17,06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,1日～3日,392,2,,1328,NaN,NaN
30-Sep-17,00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,17954,7,,1988,NaN,NaN
30-Sep-17,00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,3540,1,,204,NaN,NaN
30-Sep-17,04_海外での利用,SP,RT,GDN,S4.申込フォーム離脱,-,11727,16,,5461,NaN,NaN
30-Sep-17,06_外貨預金,PC,RT,YDN,S2.コンテンツ離脱,1日～3日,24011,18,,3238,NaN,NaN
30-Sep-17,04_海外での利用,PC,RT,YDN,S1.TOPページ離脱,31日～90日,20524,5,,473,NaN,NaN
30-Sep-17,04_海外での利用,SP,RT,YDN,S1.TOPページ離脱,31日～90日,10062,17,,1370,NaN,NaN
30-Sep-17,03_口座開設一般,SP,RT,GDN,S3.口座開設詳細離脱,-,24063,25,,6102,NaN,NaN
30-Sep-17,06_外貨預金,PC,RT,GDN,S3.口座開設詳細離脱,-,11313,10,,2849,NaN,NaN
30-Sep-17,06_外貨預金,SP,RT,YDN,S2.コンテンツ離脱,1日～3日,2850,9,,529,NaN,NaN
30-Sep-17,06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,1日～3日,1663,0,,0,NaN,NaN
30-Sep-17,06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,8日～15日,604,1,,64,NaN,NaN
30-Sep-17,04_海外での利用,PC,RT,YDN,S1.TOPページ離脱,8日～15日,18963,3,,439,NaN,NaN
30-Sep-17,06_外貨預金,SP,RT,GDN,S3.口座開設詳細離脱,-,31676,31,,6536,NaN,NaN
30-Sep-17,06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,1057,1,,134,NaN,NaN
30-Sep-17,04_海外での利用,PC,RT,YDN,S2.コンテンツ離脱,4日～7日,15177,6,,964,NaN,NaN
30-Sep-17,03_口座開設一般,PC,RT,GDN,S3.口座開設詳細離脱,-,13810,13,,2876,NaN,NaN
30-Sep-17,03_口座開設一般,SP,RT,YDN,S2.コンテンツ離脱,31日～90日,7006,10,,856,NaN,NaN
30-Sep-17,04_海外での利用,PC,RT,GDN,S4.申込フォーム離脱,-,12523,11,,4949,NaN,NaN
30-Sep-17,04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,4日～7日,730,1,,233,NaN,NaN
30-Sep-17,03_口座開設一般,SP,RT,YDN,S2.コンテンツ離脱,8日～15日,3469,13,,973,NaN,NaN
30-Sep-17,06_外貨預金,PC,AT,YDN,-,-,3994,0,,0,NaN,NaN
30-Sep-17,06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,978,2,,630,NaN,NaN
30-Sep-17,06_外貨預金,PC,RT,YDN,S2.コンテンツ離脱,31日～90日,44562,13,,3214,NaN,NaN
30-Sep-17,00_手数料無料,PC,RT,YDN,S2.コンテンツ離脱,16日～30日,21586,6,,1088,NaN,NaN
30-Sep-17,03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,8日～15日,538,0,,0,NaN,NaN
30-Sep-17,03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,868,0,,0,NaN,NaN
30-Sep-17,04_海外での利用,SP,RT,YDN,S2.コンテンツ離脱,4日～7日,19064,50,,3845,NaN,NaN
30-Sep-17,03_口座開設一般,SP,RT,YDN,S2.コンテンツ離脱,1日～3日,2311,7,,398,NaN,NaN
30-Sep-17,06_外貨預金,PC,RT,YDN,S2.コンテンツ離脱,8日～15日,27586,12,,3463,NaN,NaN
30-Sep-17,06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,16日～30日,4002,1,,3820,NaN,NaN
30-Sep-17,06_外貨預金,SP,AT,YDN,-,-,32524,51,,1592,NaN,NaN
30-Sep-17,06_外貨預金,SP,Listing,Google,-,-,135,8,,1524,2.81,NaN
30-Sep-17,06_外貨預金,SP,RT,YDN,S2.コンテンツ離脱,8日～15日,5906,12,,901,NaN,NaN
30-Sep-17,06_外貨預金,SP,RT,YDN,S2.コンテンツ離脱,31日～90日,9714,11,,1062,NaN,NaN
30-Sep-17,06_外貨預金,PC,RT,YDN,S1.TOPページ離脱,16日～30日,28342,2,,610,NaN,NaN
30-Sep-17,01_指名,PC,Listing,Yahoo!,-,-,768,44,,2795,NaN,1.03
30-Sep-17,06_外貨預金,PC,Listing,Google,-,-,77,2,,206,3.34,NaN
30-Sep-17,06_外貨預金,SP,RT,YDN,S1.TOPページ離脱,16日～30日,3768,4,,382,NaN,NaN
30-Sep-17,00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,1628,2,,320,NaN,NaN
30-Sep-17,00_手数料無料,SP,RT,GDN,S1.TOPページ離脱,-,257,1,,88,NaN,NaN
30-Sep-17,06_外貨預金,PC,AT,YDN,ST,-,3606,0,,0,NaN,NaN
30-Sep-17,04_海外での利用,SP,RT,YDN,S1.TOPページ離脱,1日～3日,6592,13,,1608,NaN,NaN
30-Sep-17,06_外貨預金,SP,AT,YDN,ST,-,1848,3,,72,NaN,NaN
30-Sep-17,01_指名,SP,Listing,Yahoo!,-,-,380,8,,1028,NaN,1.07
30-Sep-17,03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,777,0,,0,NaN,NaN
30-Sep-17,00_手数料無料,PC,RT,GDN,S1.TOPページ離脱,-,758,0,,0,NaN,NaN
30-Sep-17,03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,1136,3,,379,NaN,NaN
30-Sep-17,04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,5882,2,,292,NaN,NaN
30-Sep-17,06_外貨預金,PC,RT,YDN,S2.コンテンツ離脱,4日～7日,21925,9,,3089,NaN,NaN
30-Sep-17,04_海外での利用,PC,RT,GDN,S1.TOPページ離脱,-,28108,20,,3374,NaN,NaN
30-Sep-17,06_外貨預金,SP,RT,YDN,S1.TOPページ離脱,31日～90日,3641,8,,800,NaN,NaN
30-Sep-17,06_外貨預金,PC,RT,YDN,S1.TOPページ離脱,8日～15日,23720,4,,1310,NaN,NaN
30-Sep-17,06_外貨預金,SP,RT,YDN,S2.コンテンツ離脱,4日～7日,4700,9,,767,NaN,NaN
30-Sep-17,04_海外での利用,SP,RT,GDN,S1.TOPページ離脱,-,5731,4,,782,NaN,NaN
30-Sep-17,06_外貨預金,PC,RT,YDN,S1.TOPページ離脱,31日～90日,29435,6,,1285,NaN,NaN
30-Sep-17,00_手数料無料,PC,RT,YDN,S2.コンテンツ離脱,31日～90日,28349,11,,2317,NaN,NaN
